id,preusuel,annais,nombre,longevity,peak_year,fy
AURORE,AURORE,1992,1884,15,1986,100
AURÉLIE,AURÉLIE,1976,2803,22,1983,100
AURÉLIE,AURÉLIE,1977,4354,22,1983,100
AURÉLIE,AURÉLIE,1978,6153,22,1983,100
AURÉLIE,AURÉLIE,1979,8791,22,1983,100
AURÉLIE,AURÉLIE,1980,11196,22,1983,100
AURÉLIE,AURÉLIE,1981,12363,22,1983,100
AURÉLIE,AURÉLIE,1982,13677,22,1983,100
AURÉLIE,AURÉLIE,1983,13927,22,1983,100
AURÉLIE,AURÉLIE,1984,12889,22,1983,100
AURÉLIE,AURÉLIE,1985,12573,22,1983,100
AURÉLIE,AURÉLIE,1986,11317,22,1983,100
AURÉLIE,AURÉLIE,1987,9890,22,1983,100
AURÉLIE,AURÉLIE,1988,7888,22,1983,100
AURÉLIE,AURÉLIE,1989,7627,22,1983,100
AURÉLIE,AURÉLIE,1990,5959,22,1983,100
AURÉLIE,AURÉLIE,1991,4964,22,1983,100
AURÉLIE,AURÉLIE,1992,4008,22,1983,100
AURÉLIE,AURÉLIE,1993,3069,22,1983,100
AURÉLIE,AURÉLIE,1994,2582,22,1983,100
AURÉLIE,AURÉLIE,1995,2283,22,1983,100
AURÉLIE,AURÉLIE,1996,1951,22,1983,100
AURÉLIE,AURÉLIE,1997,1644,22,1983,100
AURÉLIEN,AURÉLIEN,1979,2660,22,1986,0
AURÉLIEN,AURÉLIEN,1980,3144,22,1986,0
AURÉLIEN,AURÉLIEN,1981,3266,22,1986,0
AURÉLIEN,AURÉLIEN,1982,3842,22,1986,0
AURÉLIEN,AURÉLIEN,1983,3432,22,1986,0
AURÉLIEN,AURÉLIEN,1984,3671,22,1986,0
AURÉLIEN,AURÉLIEN,1985,3749,22,1986,0
AURÉLIEN,AURÉLIEN,1986,3867,22,1986,0
AURÉLIEN,AURÉLIEN,1987,3665,22,1986,0
AURÉLIEN,AURÉLIEN,1988,3493,22,1986,0
AURÉLIEN,AURÉLIEN,1989,3470,22,1986,0
AURÉLIEN,AURÉLIEN,1990,3147,22,1986,0
AURÉLIEN,AURÉLIEN,1991,2984,22,1986,0
AURÉLIEN,AURÉLIEN,1992,2450,22,1986,0
AURÉLIEN,AURÉLIEN,1993,2070,22,1986,0
AURÉLIEN,AURÉLIEN,1994,1847,22,1986,0
AURÉLIEN,AURÉLIEN,1995,2032,22,1986,0
AURÉLIEN,AURÉLIEN,1996,1975,22,1986,0
AURÉLIEN,AURÉLIEN,1997,2032,22,1986,0
AURÉLIEN,AURÉLIEN,1998,1651,22,1986,0
AURÉLIEN,AURÉLIEN,1999,1939,22,1986,0
AURÉLIEN,AURÉLIEN,2000,1629,22,1986,0
AXEL,AXEL,1994,1999,27,2002,0
AXEL,AXEL,1995,2203,27,2002,0
AXEL,AXEL,1996,2563,27,2002,0
AXEL,AXEL,1997,2767,27,2002,0
AXEL,AXEL,1998,2944,27,2002,0
AXEL,AXEL,1999,2819,27,2002,0
AXEL,AXEL,2000,2897,27,2002,0
AXEL,AXEL,2001,2830,27,2002,0
AXEL,AXEL,2002,3277,27,2002,0
AXEL,AXEL,2003,3210,27,2002,0
AXEL,AXEL,2004,3205,27,2002,0
AXEL,AXEL,2005,3048,27,2002,0
AXEL,AXEL,2006,2996,27,2002,0
AXEL,AXEL,2007,2820,27,2002,0
AXEL,AXEL,2008,2841,27,2002,0
AXEL,AXEL,2009,2769,27,2002,0
AXEL,AXEL,2010,2833,27,2002,0
AXEL,AXEL,2011,2772,27,2002,0
AXEL,AXEL,2012,2631,27,2002,0
AXEL,AXEL,2013,2609,27,2002,0
AXEL,AXEL,2014,2458,27,2002,0
AXEL,AXEL,2015,2299,27,2002,0
AXEL,AXEL,2016,2150,27,2002,0
AXEL,AXEL,2017,2103,27,2002,0
AXEL,AXEL,2018,1982,27,2002,0
AXEL,AXEL,2019,1792,27,2002,0
AXEL,AXEL,2020,1666,27,2002,0
AYDEN,AYDEN,2019,1505,2,2020,0
AYDEN,AYDEN,2020,1771,2,2020,0
BAPTISTE,BAPTISTE,1989,1783,31,2000,0
BAPTISTE,BAPTISTE,1990,2016,31,2000,0
BAPTISTE,BAPTISTE,1991,2286,31,2000,0
BAPTISTE,BAPTISTE,1992,2063,31,2000,0
BAPTISTE,BAPTISTE,1993,2085,31,2000,0
BAPTISTE,BAPTISTE,1994,2403,31,2000,0
BAPTISTE,BAPTISTE,1995,2761,31,2000,0
BAPTISTE,BAPTISTE,1996,2711,31,2000,0
BAPTISTE,BAPTISTE,1997,2873,31,2000,0
BAPTISTE,BAPTISTE,1998,3211,31,2000,0
BAPTISTE,BAPTISTE,1999,3637,31,2000,0
BAPTISTE,BAPTISTE,2000,4009,31,2000,0
BAPTISTE,BAPTISTE,2001,3745,31,2000,0
BAPTISTE,BAPTISTE,2002,3914,31,2000,0
BAPTISTE,BAPTISTE,2003,3757,31,2000,0
BAPTISTE,BAPTISTE,2004,3791,31,2000,0
BAPTISTE,BAPTISTE,2005,3680,31,2000,0
BAPTISTE,BAPTISTE,2006,3481,31,2000,0
BAPTISTE,BAPTISTE,2007,2955,31,2000,0
BAPTISTE,BAPTISTE,2008,3009,31,2000,0
BAPTISTE,BAPTISTE,2009,2604,31,2000,0
BAPTISTE,BAPTISTE,2010,2529,31,2000,0
BAPTISTE,BAPTISTE,2011,2550,31,2000,0
BAPTISTE,BAPTISTE,2012,2586,31,2000,0
BAPTISTE,BAPTISTE,2013,2424,31,2000,0
BAPTISTE,BAPTISTE,2014,2208,31,2000,0
BAPTISTE,BAPTISTE,2015,2210,31,2000,0
BAPTISTE,BAPTISTE,2016,1948,31,2000,0
BAPTISTE,BAPTISTE,2017,1704,31,2000,0
BAPTISTE,BAPTISTE,2018,1577,31,2000,0
BAPTISTE,BAPTISTE,2019,1387,31,2000,0
BASTIEN,BASTIEN,1990,1917,14,1999,0
BASTIEN,BASTIEN,1991,1817,14,1999,0
BASTIEN,BASTIEN,1992,1781,14,1999,0
BASTIEN,BASTIEN,1993,1699,14,1999,0
BASTIEN,BASTIEN,1994,2039,14,1999,0
BASTIEN,BASTIEN,1995,1979,14,1999,0
BASTIEN,BASTIEN,1996,1882,14,1999,0
BASTIEN,BASTIEN,1997,1969,14,1999,0
BASTIEN,BASTIEN,1998,2379,14,1999,0
BASTIEN,BASTIEN,1999,2385,14,1999,0
BASTIEN,BASTIEN,2000,2190,14,1999,0
BASTIEN,BASTIEN,2001,2001,14,1999,0
BASTIEN,BASTIEN,2002,1783,14,1999,0
BASTIEN,BASTIEN,2003,1803,14,1999,0
BENJAMIN,BENJAMIN,1977,1921,32,1992,0
BENJAMIN,BENJAMIN,1978,1969,32,1992,0
BENJAMIN,BENJAMIN,1979,2508,32,1992,0
BENJAMIN,BENJAMIN,1980,3753,32,1992,0
BENJAMIN,BENJAMIN,1981,3798,32,1992,0
BENJAMIN,BENJAMIN,1982,4071,32,1992,0
BENJAMIN,BENJAMIN,1983,4269,32,1992,0
BENJAMIN,BENJAMIN,1984,4418,32,1992,0
BENJAMIN,BENJAMIN,1985,4491,32,1992,0
BENJAMIN,BENJAMIN,1986,4940,32,1992,0
BENJAMIN,BENJAMIN,1987,5011,32,1992,0
BENJAMIN,BENJAMIN,1988,5866,32,1992,0
BENJAMIN,BENJAMIN,1989,6131,32,1992,0
BENJAMIN,BENJAMIN,1990,6189,32,1992,0
BENJAMIN,BENJAMIN,1991,5615,32,1992,0
BENJAMIN,BENJAMIN,1992,6281,32,1992,0
BENJAMIN,BENJAMIN,1993,5030,32,1992,0
BENJAMIN,BENJAMIN,1994,5378,32,1992,0
BENJAMIN,BENJAMIN,1995,5315,32,1992,0
BENJAMIN,BENJAMIN,1996,4782,32,1992,0
BENJAMIN,BENJAMIN,1997,4095,32,1992,0
BENJAMIN,BENJAMIN,1998,3965,32,1992,0
BENJAMIN,BENJAMIN,1999,4099,32,1992,0
BENJAMIN,BENJAMIN,2000,4240,32,1992,0
BENJAMIN,BENJAMIN,2001,3918,32,1992,0
BENJAMIN,BENJAMIN,2002,3111,32,1992,0
BENJAMIN,BENJAMIN,2003,2676,32,1992,0
BENJAMIN,BENJAMIN,2004,2469,32,1992,0
BENJAMIN,BENJAMIN,2005,2171,32,1992,0
BENJAMIN,BENJAMIN,2006,1941,32,1992,0
BENJAMIN,BENJAMIN,2007,1638,32,1992,0
BENJAMIN,BENJAMIN,2009,1469,32,1992,0
BENOÎT,BENOÎT,1967,1921,28,1980,0
BENOÎT,BENOÎT,1968,1879,28,1980,0
BENOÎT,BENOÎT,1969,2507,28,1980,0
BENOÎT,BENOÎT,1970,2450,28,1980,0
BENOÎT,BENOÎT,1971,2710,28,1980,0
BENOÎT,BENOÎT,1972,2869,28,1980,0
BENOÎT,BENOÎT,1973,2866,28,1980,0
BENOÎT,BENOÎT,1974,3001,28,1980,0
BENOÎT,BENOÎT,1975,2945,28,1980,0
BENOÎT,BENOÎT,1976,3112,28,1980,0
BENOÎT,BENOÎT,1977,4347,28,1980,0
BENOÎT,BENOÎT,1978,4173,28,1980,0
BENOÎT,BENOÎT,1979,4097,28,1980,0
BENOÎT,BENOÎT,1980,4615,28,1980,0
BENOÎT,BENOÎT,1981,4281,28,1980,0
BENOÎT,BENOÎT,1982,4217,28,1980,0
BENOÎT,BENOÎT,1983,3671,28,1980,0
BENOÎT,BENOÎT,1984,3422,28,1980,0
BENOÎT,BENOÎT,1985,3999,28,1980,0
BENOÎT,BENOÎT,1986,4042,28,1980,0
BENOÎT,BENOÎT,1987,3638,28,1980,0
BENOÎT,BENOÎT,1988,3635,28,1980,0
BENOÎT,BENOÎT,1989,3042,28,1980,0
BENOÎT,BENOÎT,1990,2615,28,1980,0
BENOÎT,BENOÎT,1991,2517,28,1980,0
BENOÎT,BENOÎT,1992,2182,28,1980,0
BENOÎT,BENOÎT,1993,1838,28,1980,0
BENOÎT,BENOÎT,1994,1641,28,1980,0
BERNADETTE,BERNADETTE,1927,1310,37,1949,100
BERNADETTE,BERNADETTE,1928,1379,37,1949,100
BERNADETTE,BERNADETTE,1929,1374,37,1949,100
BERNADETTE,BERNADETTE,1930,1605,37,1949,100
BERNADETTE,BERNADETTE,1931,1737,37,1949,100
BERNADETTE,BERNADETTE,1932,1923,37,1949,100
BERNADETTE,BERNADETTE,1933,2512,37,1949,100
BERNADETTE,BERNADETTE,1934,3513,37,1949,100
BERNADETTE,BERNADETTE,1935,3105,37,1949,100
BERNADETTE,BERNADETTE,1936,3073,37,1949,100
BERNADETTE,BERNADETTE,1937,2991,37,1949,100
BERNADETTE,BERNADETTE,1938,3089,37,1949,100
BERNADETTE,BERNADETTE,1939,3184,37,1949,100
BERNADETTE,BERNADETTE,1940,2854,37,1949,100
BERNADETTE,BERNADETTE,1941,2545,37,1949,100
BERNADETTE,BERNADETTE,1942,2770,37,1949,100
BERNADETTE,BERNADETTE,1943,2905,37,1949,100
BERNADETTE,BERNADETTE,1944,2874,37,1949,100
BERNADETTE,BERNADETTE,1945,2736,37,1949,100
BERNADETTE,BERNADETTE,1946,4356,37,1949,100
BERNADETTE,BERNADETTE,1947,4599,37,1949,100
BERNADETTE,BERNADETTE,1948,4916,37,1949,100
BERNADETTE,BERNADETTE,1949,5091,37,1949,100
BERNADETTE,BERNADETTE,1950,4927,37,1949,100
BERNADETTE,BERNADETTE,1951,4509,37,1949,100
BERNADETTE,BERNADETTE,1952,4555,37,1949,100
BERNADETTE,BERNADETTE,1953,4116,37,1949,100
BERNADETTE,BERNADETTE,1954,3999,37,1949,100
BERNADETTE,BERNADETTE,1955,4018,37,1949,100
BERNADETTE,BERNADETTE,1956,3443,37,1949,100
BERNADETTE,BERNADETTE,1957,3291,37,1949,100
BERNADETTE,BERNADETTE,1958,5031,37,1949,100
BERNADETTE,BERNADETTE,1959,3172,37,1949,100
BERNADETTE,BERNADETTE,1960,2694,37,1949,100
BERNADETTE,BERNADETTE,1961,2540,37,1949,100
BERNADETTE,BERNADETTE,1962,1942,37,1949,100
BERNADETTE,BERNADETTE,1963,1862,37,1949,100
BERNARD,BERNARD,1909,970,60,1947,0
BERNARD,BERNARD,1911,1055,60,1947,0
BERNARD,BERNARD,1912,1190,60,1947,0
BERNARD,BERNARD,1913,1291,60,1947,0
BERNARD,BERNARD,1914,1258,60,1947,0
BERNARD,BERNARD,1915,834,60,1947,0
BERNARD,BERNARD,1916,698,60,1947,0
BERNARD,BERNARD,1917,804,60,1947,0
BERNARD,BERNARD,1918,1024,60,1947,0
BERNARD,BERNARD,1919,1187,60,1947,0
BERNARD,BERNARD,1920,2174,60,1947,0
BERNARD,BERNARD,1921,2484,60,1947,0
BERNARD,BERNARD,1922,2705,60,1947,0
BERNARD,BERNARD,1923,2983,60,1947,0
BERNARD,BERNARD,1924,3453,60,1947,0
BERNARD,BERNARD,1925,3943,60,1947,0
BERNARD,BERNARD,1926,4219,60,1947,0
BERNARD,BERNARD,1927,5051,60,1947,0
BERNARD,BERNARD,1928,5442,60,1947,0
BERNARD,BERNARD,1929,5562,60,1947,0
BERNARD,BERNARD,1930,6582,60,1947,0
BERNARD,BERNARD,1931,7138,60,1947,0
BERNARD,BERNARD,1932,7446,60,1947,0
BERNARD,BERNARD,1933,7778,60,1947,0
BERNARD,BERNARD,1934,8361,60,1947,0
BERNARD,BERNARD,1935,7949,60,1947,0
BERNARD,BERNARD,1936,8594,60,1947,0
BERNARD,BERNARD,1937,9129,60,1947,0
BERNARD,BERNARD,1938,9568,60,1947,0
BERNARD,BERNARD,1939,9303,60,1947,0
BERNARD,BERNARD,1940,8633,60,1947,0
BERNARD,BERNARD,1941,8715,60,1947,0
BERNARD,BERNARD,1942,10248,60,1947,0
BERNARD,BERNARD,1943,11805,60,1947,0
BERNARD,BERNARD,1944,11957,60,1947,0
BERNARD,BERNARD,1945,11918,60,1947,0
BERNARD,BERNARD,1946,18536,60,1947,0
BERNARD,BERNARD,1947,19827,60,1947,0
BERNARD,BERNARD,1948,19221,60,1947,0
BERNARD,BERNARD,1949,19105,60,1947,0
BERNARD,BERNARD,1950,18354,60,1947,0
BERNARD,BERNARD,1951,16984,60,1947,0
BERNARD,BERNARD,1952,17879,60,1947,0
BERNARD,BERNARD,1953,15706,60,1947,0
BERNARD,BERNARD,1954,14502,60,1947,0
BERNARD,BERNARD,1955,13297,60,1947,0
BERNARD,BERNARD,1956,12043,60,1947,0
BERNARD,BERNARD,1957,10643,60,1947,0
BERNARD,BERNARD,1958,10142,60,1947,0
BERNARD,BERNARD,1959,8900,60,1947,0
BERNARD,BERNARD,1960,7541,60,1947,0
BERNARD,BERNARD,1961,6753,60,1947,0
BERNARD,BERNARD,1962,5823,60,1947,0
BERNARD,BERNARD,1963,5744,60,1947,0
BERNARD,BERNARD,1964,4652,60,1947,0
BERNARD,BERNARD,1965,3866,60,1947,0
BERNARD,BERNARD,1966,3146,60,1947,0
BERNARD,BERNARD,1967,2607,60,1947,0
BERNARD,BERNARD,1968,2088,60,1947,0
BERNARD,BERNARD,1969,1869,60,1947,0
BERTHE,BERTHE,1900,3027,26,1901,100
BERTHE,BERTHE,1901,3135,26,1901,100
BERTHE,BERTHE,1902,3031,26,1901,100
BERTHE,BERTHE,1903,3096,26,1901,100
BERTHE,BERTHE,1904,3073,26,1901,100
BERTHE,BERTHE,1905,3067,26,1901,100
BERTHE,BERTHE,1906,3002,26,1901,100
BERTHE,BERTHE,1907,2977,26,1901,100
BERTHE,BERTHE,1908,2944,26,1901,100
BERTHE,BERTHE,1909,2895,26,1901,100
BERTHE,BERTHE,1910,2828,26,1901,100
BERTHE,BERTHE,1911,2558,26,1901,100
BERTHE,BERTHE,1912,2568,26,1901,100
BERTHE,BERTHE,1913,2362,26,1901,100
BERTHE,BERTHE,1914,2253,26,1901,100
BERTHE,BERTHE,1915,1325,26,1901,100
BERTHE,BERTHE,1916,1020,26,1901,100
BERTHE,BERTHE,1917,1081,26,1901,100
BERTHE,BERTHE,1918,1125,26,1901,100
BERTHE,BERTHE,1919,1218,26,1901,100
BERTHE,BERTHE,1920,1924,26,1901,100
BERTHE,BERTHE,1921,1718,26,1901,100
BERTHE,BERTHE,1922,1540,26,1901,100
BERTHE,BERTHE,1923,1508,26,1901,100
BERTHE,BERTHE,1924,1342,26,1901,100
BERTHE,BERTHE,1925,1278,26,1901,100
BERTRAND,BERTRAND,1964,1911,10,1970,0
BERTRAND,BERTRAND,1965,1859,10,1970,0
BERTRAND,BERTRAND,1966,1811,10,1970,0
BERTRAND,BERTRAND,1968,1943,10,1970,0
BERTRAND,BERTRAND,1969,2032,10,1970,0
BERTRAND,BERTRAND,1970,2043,10,1970,0
BERTRAND,BERTRAND,1972,1958,10,1970,0
BERTRAND,BERTRAND,1974,1826,10,1970,0
BERTRAND,BERTRAND,1976,1704,10,1970,0
BERTRAND,BERTRAND,1978,1618,10,1970,0
BLANCHE,BLANCHE,1900,1586,14,1902,100
BLANCHE,BLANCHE,1901,1603,14,1902,100
BLANCHE,BLANCHE,1902,1625,14,1902,100
BLANCHE,BLANCHE,1903,1516,14,1902,100
BLANCHE,BLANCHE,1904,1561,14,1902,100
BLANCHE,BLANCHE,1905,1444,14,1902,100
BLANCHE,BLANCHE,1906,1437,14,1902,100
BLANCHE,BLANCHE,1907,1349,14,1902,100
BLANCHE,BLANCHE,1908,1334,14,1902,100
BLANCHE,BLANCHE,1909,1359,14,1902,100
BLANCHE,BLANCHE,1910,1226,14,1902,100
BLANCHE,BLANCHE,1911,1131,14,1902,100
BLANCHE,BLANCHE,1912,1101,14,1902,100
BLANCHE,BLANCHE,1913,1046,14,1902,100
BRIGITTE,BRIGITTE,1944,1336,26,1959,100
BRIGITTE,BRIGITTE,1945,1416,26,1959,100
BRIGITTE,BRIGITTE,1946,2239,26,1959,100
BRIGITTE,BRIGITTE,1947,2750,26,1959,100
BRIGITTE,BRIGITTE,1948,3305,26,1959,100
BRIGITTE,BRIGITTE,1949,4101,26,1959,100
BRIGITTE,BRIGITTE,1950,4723,26,1959,100
BRIGITTE,BRIGITTE,1951,5321,26,1959,100
BRIGITTE,BRIGITTE,1952,6237,26,1959,100
BRIGITTE,BRIGITTE,1953,7512,26,1959,100
BRIGITTE,BRIGITTE,1954,8664,26,1959,100
BRIGITTE,BRIGITTE,1955,10145,26,1959,100
BRIGITTE,BRIGITTE,1956,12359,26,1959,100
BRIGITTE,BRIGITTE,1957,15476,26,1959,100
BRIGITTE,BRIGITTE,1958,17145,26,1959,100
BRIGITTE,BRIGITTE,1959,18166,26,1959,100
BRIGITTE,BRIGITTE,1960,14609,26,1959,100
BRIGITTE,BRIGITTE,1961,11157,26,1959,100
BRIGITTE,BRIGITTE,1962,8538,26,1959,100
BRIGITTE,BRIGITTE,1963,6984,26,1959,100
BRIGITTE,BRIGITTE,1964,5645,26,1959,100
BRIGITTE,BRIGITTE,1965,4352,26,1959,100
BRIGITTE,BRIGITTE,1966,3581,26,1959,100
BRIGITTE,BRIGITTE,1967,3043,26,1959,100
BRIGITTE,BRIGITTE,1968,2677,26,1959,100
BRIGITTE,BRIGITTE,1969,2163,26,1959,100
BRUNO,BRUNO,1953,2471,28,1963,0
BRUNO,BRUNO,1954,3122,28,1963,0
BRUNO,BRUNO,1955,4050,28,1963,0
BRUNO,BRUNO,1956,4804,28,1963,0
BRUNO,BRUNO,1957,5821,28,1963,0
BRUNO,BRUNO,1958,7502,28,1963,0
BRUNO,BRUNO,1959,8967,28,1963,0
BRUNO,BRUNO,1960,9663,28,1963,0
BRUNO,BRUNO,1961,10816,28,1963,0
BRUNO,BRUNO,1962,11631,28,1963,0
BRUNO,BRUNO,1963,12738,28,1963,0
BRUNO,BRUNO,1964,12241,28,1963,0
BRUNO,BRUNO,1965,11706,28,1963,0
BRUNO,BRUNO,1966,10914,28,1963,0
BRUNO,BRUNO,1967,9617,28,1963,0
BRUNO,BRUNO,1968,8676,28,1963,0
BRUNO,BRUNO,1969,7626,28,1963,0
BRUNO,BRUNO,1970,7359,28,1963,0
BRUNO,BRUNO,1971,7049,28,1963,0
BRUNO,BRUNO,1972,5694,28,1963,0
BRUNO,BRUNO,1973,4428,28,1963,0
BRUNO,BRUNO,1974,3641,28,1963,0
BRUNO,BRUNO,1975,2996,28,1963,0
BRUNO,BRUNO,1976,2512,28,1963,0
BRUNO,BRUNO,1977,2423,28,1963,0
BRUNO,BRUNO,1978,2171,28,1963,0
BRUNO,BRUNO,1979,2096,28,1963,0
BRUNO,BRUNO,1980,1952,28,1963,0
BRYAN,BRYAN,1997,1641,1,1997,0
BÉATRICE,BÉATRICE,1951,2247,26,1963,100
BÉATRICE,BÉATRICE,1952,2521,26,1963,100
BÉATRICE,BÉATRICE,1953,2553,26,1963,100
BÉATRICE,BÉATRICE,1954,2924,26,1963,100
BÉATRICE,BÉATRICE,1955,3500,26,1963,100
BÉATRICE,BÉATRICE,1956,4110,26,1963,100
BÉATRICE,BÉATRICE,1957,4456,26,1963,100
BÉATRICE,BÉATRICE,1958,4608,26,1963,100
BÉATRICE,BÉATRICE,1959,4692,26,1963,100
BÉATRICE,BÉATRICE,1960,5482,26,1963,100
BÉATRICE,BÉATRICE,1961,5840,26,1963,100
BÉATRICE,BÉATRICE,1962,5910,26,1963,100
BÉATRICE,BÉATRICE,1963,6206,26,1963,100
BÉATRICE,BÉATRICE,1964,5819,26,1963,100
BÉATRICE,BÉATRICE,1965,5327,26,1963,100
BÉATRICE,BÉATRICE,1966,5312,26,1963,100
BÉATRICE,BÉATRICE,1967,4878,26,1963,100
BÉATRICE,BÉATRICE,1968,4850,26,1963,100
BÉATRICE,BÉATRICE,1969,4412,26,1963,100
BÉATRICE,BÉATRICE,1970,4085,26,1963,100
BÉATRICE,BÉATRICE,1971,4297,26,1963,100
BÉATRICE,BÉATRICE,1972,3893,26,1963,100
BÉATRICE,BÉATRICE,1973,3427,26,1963,100
BÉATRICE,BÉATRICE,1974,2660,26,1963,100
BÉATRICE,BÉATRICE,1975,2103,26,1963,100
BÉATRICE,BÉATRICE,1976,1801,26,1963,100
CAMILLE,CAMILLE,1900,1899,68,1998,37
CAMILLE,CAMILLE,1901,1908,68,1998,34
CAMILLE,CAMILLE,1902,1999,68,1998,35
CAMILLE,CAMILLE,1903,1989,68,1998,35
CAMILLE,CAMILLE,1904,2132,68,1998,33
CAMILLE,CAMILLE,1905,2193,68,1998,35
CAMILLE,CAMILLE,1906,2126,68,1998,34
CAMILLE,CAMILLE,1907,2170,68,1998,34
CAMILLE,CAMILLE,1908,2260,68,1998,33
CAMILLE,CAMILLE,1909,2254,68,1998,33
CAMILLE,CAMILLE,1910,2295,68,1998,31
CAMILLE,CAMILLE,1911,2074,68,1998,32
CAMILLE,CAMILLE,1912,2150,68,1998,31
CAMILLE,CAMILLE,1913,2023,68,1998,30
CAMILLE,CAMILLE,1914,2132,68,1998,33
CAMILLE,CAMILLE,1915,1310,68,1998,35
CAMILLE,CAMILLE,1916,1016,68,1998,29
CAMILLE,CAMILLE,1917,1216,68,1998,35
CAMILLE,CAMILLE,1918,1318,68,1998,32
CAMILLE,CAMILLE,1919,1347,68,1998,31
CAMILLE,CAMILLE,1920,2164,68,1998,30
CAMILLE,CAMILLE,1921,2100,68,1998,32
CAMILLE,CAMILLE,1922,1934,68,1998,31
CAMILLE,CAMILLE,1923,1799,68,1998,30
CAMILLE,CAMILLE,1924,1717,68,1998,28
CAMILLE,CAMILLE,1925,1624,68,1998,30
CAMILLE,CAMILLE,1926,1554,68,1998,29
CAMILLE,CAMILLE,1927,1516,68,1998,29
CAMILLE,CAMILLE,1928,1396,68,1998,28
CAMILLE,CAMILLE,1929,1364,68,1998,27
CAMILLE,CAMILLE,1930,1278,68,1998,29
CAMILLE,CAMILLE,1984,2208,68,1998,84
CAMILLE,CAMILLE,1985,3125,68,1998,86
CAMILLE,CAMILLE,1986,3277,68,1998,84
CAMILLE,CAMILLE,1987,3547,68,1998,87
CAMILLE,CAMILLE,1988,4421,68,1998,88
CAMILLE,CAMILLE,1989,5437,68,1998,89
CAMILLE,CAMILLE,1990,6130,68,1998,90
CAMILLE,CAMILLE,1991,6326,68,1998,90
CAMILLE,CAMILLE,1992,6744,68,1998,92
CAMILLE,CAMILLE,1993,6998,68,1998,93
CAMILLE,CAMILLE,1994,7490,68,1998,94
CAMILLE,CAMILLE,1995,7781,68,1998,94
CAMILLE,CAMILLE,1996,7673,68,1998,94
CAMILLE,CAMILLE,1997,7478,68,1998,94
CAMILLE,CAMILLE,1998,7912,68,1998,94
CAMILLE,CAMILLE,1999,7582,68,1998,95
CAMILLE,CAMILLE,2000,7721,68,1998,95
CAMILLE,CAMILLE,2001,6882,68,1998,96
CAMILLE,CAMILLE,2002,6107,68,1998,95
CAMILLE,CAMILLE,2003,5649,68,1998,95
CAMILLE,CAMILLE,2004,5655,68,1998,94
CAMILLE,CAMILLE,2005,5332,68,1998,94
CAMILLE,CAMILLE,2006,5435,68,1998,92
CAMILLE,CAMILLE,2007,5052,68,1998,91
CAMILLE,CAMILLE,2008,5147,68,1998,90
CAMILLE,CAMILLE,2009,4839,68,1998,89
CAMILLE,CAMILLE,2010,4837,68,1998,86
CAMILLE,CAMILLE,2011,4768,68,1998,82
CAMILLE,CAMILLE,2012,4567,68,1998,81
CAMILLE,CAMILLE,2013,4392,68,1998,79
CAMILLE,CAMILLE,2014,4159,68,1998,77
CAMILLE,CAMILLE,2015,4062,68,1998,74
CAMILLE,CAMILLE,2016,3741,68,1998,72
CAMILLE,CAMILLE,2017,3389,68,1998,70
CAMILLE,CAMILLE,2018,3162,68,1998,65
CAMILLE,CAMILLE,2019,2884,68,1998,63
CAMILLE,CAMILLE,2020,2538,68,1998,60
CAPUCINE,CAPUCINE,2016,1202,1,2014,100
CARINE,CARINE,1972,3322,10,1973,100
CARINE,CARINE,1973,4229,10,1973,100
CARINE,CARINE,1974,3696,10,1973,100
CARINE,CARINE,1975,3801,10,1973,100
CARINE,CARINE,1976,3224,10,1973,100
CARINE,CARINE,1977,3006,10,1973,100
CARINE,CARINE,1978,2839,10,1973,100
CARINE,CARINE,1979,2391,10,1973,100
CARINE,CARINE,1980,2107,10,1973,100
CARINE,CARINE,1981,1910,10,1973,100
CARLA,CARLA,2002,1645,6,2004,100
CARLA,CARLA,2003,1903,6,2004,100
CARLA,CARLA,2004,1999,6,2004,100
CARLA,CARLA,2005,1817,6,2004,100
CARLA,CARLA,2006,1663,6,2004,100
CARLA,CARLA,2007,1603,6,2004,100
CAROLE,CAROLE,1961,2201,22,1970,100
CAROLE,CAROLE,1962,2418,22,1970,100
CAROLE,CAROLE,1963,2836,22,1970,100
CAROLE,CAROLE,1964,3629,22,1970,100
CAROLE,CAROLE,1965,4087,22,1970,100
CAROLE,CAROLE,1966,4116,22,1970,100
CAROLE,CAROLE,1967,4397,22,1970,100
CAROLE,CAROLE,1968,4451,22,1970,100
CAROLE,CAROLE,1969,5130,22,1970,100
CAROLE,CAROLE,1970,6222,22,1970,100
CAROLE,CAROLE,1971,5957,22,1970,100
CAROLE,CAROLE,1972,5227,22,1970,100
CAROLE,CAROLE,1973,5473,22,1970,100
CAROLE,CAROLE,1974,4385,22,1970,100
CAROLE,CAROLE,1975,3955,22,1970,100
CAROLE,CAROLE,1976,3640,22,1970,100
CAROLE,CAROLE,1977,3197,22,1970,100
CAROLE,CAROLE,1978,2878,22,1970,100
CAROLE,CAROLE,1979,2537,22,1970,100
CAROLE,CAROLE,1980,2266,22,1970,100
CAROLE,CAROLE,1981,2101,22,1970,100
CAROLE,CAROLE,1982,2020,22,1970,100
CAROLINE,CAROLINE,1963,1992,35,1978,100
CAROLINE,CAROLINE,1964,2517,35,1978,100
CAROLINE,CAROLINE,1965,2185,35,1978,100
CAROLINE,CAROLINE,1966,2183,35,1978,100
